Spectrum 1,04/08/2025 15:13:58
[Global Parameters]
-75.988845825195313,2422670833.3333333333333333333
-75.9986572265625,2422672916.6666666666666666667
-76.0089111328125,2422675000.0000000000000000000
-76.019599914550781,2422677083.3333333333333333333
-76.0306625366211,2422679166.6666666666666666667
-76.042076110839844,2422681250.0000000000000000000
-76.053840637207031,2422683333.3333333333333333333
-76.065864562988281,2422685416.6666666666666666667
-76.07818603515625,2422687500.0000000000000000000
-76.090713500976563,2422689583.3333333333333333333
-76.1033935546875,2422691666.6666666666666666667
-76.116203308105469,2422693750.0000000000000000000
-76.129074096679688,2422695833.3333333333333333333
-76.141937255859375,2422697916.6666666666666666667
-76.1547622680664,2422700000.0000000000000000000
-76.167526245117188,2422702083.3333333333333333333
-76.180061340332031,2422704166.6666666666666666667
-76.192375183105469,2422706250.0000000000000000000
-76.204437255859375,2422708333.3333333333333333333
-76.21612548828125,2422710416.6666666666666666667
-76.227378845214844,2422712500.0000000000000000000
-76.2381591796875,2422714583.3333333333333333333
-76.2484130859375,2422716666.6666666666666666667
-76.258056640625,2422718750.0000000000000000000
-76.267044067382813,2422720833.3333333333333333333
-76.275321960449219,2422722916.6666666666666666667
-76.282806396484375,2422725000.0000000000000000000
-76.2895278930664,2422727083.3333333333333333333
-76.295379638671875,2422729166.6666666666666666667
-76.300338745117188,2422731250.0000000000000000000
-76.304367065429688,2422733333.3333333333333333333
-76.307464599609375,2422735416.6666666666666666667
-76.309616088867188,2422737500.0000000000000000000
-76.310791015625,2422739583.3333333333333333333
-76.310989379882813,2422741666.6666666666666666667
-76.3102035522461,2422743750.0000000000000000000
-76.308456420898438,2422745833.3333333333333333333
-76.305770874023438,2422747916.6666666666666666667
-76.302139282226563,2422750000.0000000000000000000
-76.297615051269531,2422752083.3333333333333333333
-76.292228698730469,2422754166.6666666666666666667
-76.286041259765625,2422756250.0000000000000000000
-76.279052734375,2422758333.3333333333333333333
-76.271354675292969,2422760416.6666666666666666667
-76.262985229492188,2422762500.0000000000000000000
-76.254013061523438,2422764583.3333333333333333333
-76.244491577148438,2422766666.6666666666666666667
-76.234504699707031,2422768750.0000000000000000000
-76.22412109375,2422770833.3333333333333333333
-76.213371276855469,2422772916.6666666666666666667
-76.2023696899414,2422775000.0000000000000000000
-76.191154479980469,2422777083.3333333333333333333
-76.1798324584961,2422779166.6666666666666666667
-76.168426513671875,2422781250.0000000000000000000
-76.157020568847656,2422783333.3333333333333333333
-76.145675659179688,2422785416.6666666666666666667
-76.1344985961914,2422787500.0000000000000000000
-76.123466491699219,2422789583.3333333333333333333
-76.112678527832031,2422791666.6666666666666666667
-76.102165222167969,2422793750.0000000000000000000
-76.09197998046875,2422795833.3333333333333333333
-76.082183837890625,2422797916.6666666666666666667
-76.072769165039063,2422800000.0000000000000000000
-76.063774108886719,2422802083.3333333333333333333
-76.055259704589844,2422804166.6666666666666666667
-76.0472183227539,2422806250.0000000000000000000
-76.0396728515625,2422808333.3333333333333333333
-76.032608032226563,2422810416.6666666666666666667
-76.02606201171875,2422812500.0000000000000000000
-76.020011901855469,2422814583.3333333333333333333
-76.01446533203125,2422816666.6666666666666666667
-76.009407043457031,2422818750.0000000000000000000
-76.00482177734375,2422820833.3333333333333333333
-76.000694274902344,2422822916.6666666666666666667
-75.997001647949219,2422825000.0000000000000000000
-75.993736267089844,2422827083.3333333333333333333
-75.9908447265625,2422829166.6666666666666666667
-75.988319396972656,2422831250.0000000000000000000
-75.986114501953125,2422833333.3333333333333333333
-75.984207153320313,2422835416.6666666666666666667
-75.982551574707031,2422837500.0000000000000000000
-75.98114013671875,2422839583.3333333333333333333
-75.979911804199219,2422841666.6666666666666666667
-75.978851318359375,2422843750.0000000000000000000
-75.9778823852539,2422845833.3333333333333333333
-75.9770278930664,2422847916.6666666666666666667
-75.976234436035156,2422850000.0000000000000000000
-75.9754409790039,2422852083.3333333333333333333
-75.97467041015625,2422854166.6666666666666666667
-75.9738540649414,2422856250.0000000000000000000
-75.972984313964844,2422858333.3333333333333333333
-75.972007751464844,2422860416.6666666666666666667
-75.970947265625,2422862500.0000000000000000000
-75.9697494506836,2422864583.3333333333333333333
-75.968460083007813,2422866666.6666666666666666667
-75.966987609863281,2422868750.0000000000000000000
-75.9653549194336,2422870833.3333333333333333333
-75.963569641113281,2422872916.6666666666666666667
-75.961616516113281,2422875000.0000000000000000000
-75.959503173828125,2422877083.3333333333333333333
-75.957221984863281,2422879166.6666666666666666667
-75.954780578613281,2422881250.0000000000000000000
-75.952194213867188,2422883333.3333333333333333333
-75.949462890625,2422885416.6666666666666666667
-75.946601867675781,2422887500.0000000000000000000
-75.943649291992188,2422889583.3333333333333333333
-75.940620422363281,2422891666.6666666666666666667
-75.937507629394531,2422893750.0000000000000000000
-75.9343490600586,2422895833.3333333333333333333
-75.931167602539063,2422897916.6666666666666666667
-75.928009033203125,2422900000.0000000000000000000
-75.92486572265625,2422902083.3333333333333333333
-75.921783447265625,2422904166.6666666666666666667
-75.918792724609375,2422906250.0000000000000000000
-75.915931701660156,2422908333.3333333333333333333
-75.913192749023438,2422910416.6666666666666666667
-75.910659790039063,2422912500.0000000000000000000
-75.908309936523438,2422914583.3333333333333333333
-75.906173706054688,2422916666.6666666666666666667
-75.904312133789063,2422918750.0000000000000000000
-75.902748107910156,2422920833.3333333333333333333
-75.901473999023438,2422922916.6666666666666666667
-75.900558471679688,2422925000.0000000000000000000
-75.899986267089844,2422927083.3333333333333333333
-75.899765014648438,2422929166.6666666666666666667
-75.899971008300781,2422931250.0000000000000000000
-75.900558471679688,2422933333.3333333333333333333
-75.901557922363281,2422935416.6666666666666666667
-75.902992248535156,2422937500.0000000000000000000
-75.904861450195313,2422939583.3333333333333333333
-75.907150268554688,2422941666.6666666666666666667
-75.9098892211914,2422943750.0000000000000000000
-75.913040161132813,2422945833.3333333333333333333
-75.916656494140625,2422947916.6666666666666666667
-75.920654296875,2422950000.0000000000000000000
-75.925102233886719,2422952083.3333333333333333333
-75.9299087524414,2422954166.6666666666666666667
-75.93511962890625,2422956250.0000000000000000000
-75.940673828125,2422958333.3333333333333333333
-75.946578979492188,2422960416.6666666666666666667
-75.952812194824219,2422962500.0000000000000000000
-75.959304809570313,2422964583.3333333333333333333
-75.966064453125,2422966666.6666666666666666667
-75.973075866699219,2422968750.0000000000000000000
-75.98028564453125,2422970833.3333333333333333333
-75.9876480102539,2422972916.6666666666666666667
-75.995162963867188,2422975000.0000000000000000000
-76.002761840820313,2422977083.3333333333333333333
-76.01043701171875,2422979166.6666666666666666667
-76.018150329589844,2422981250.0000000000000000000
-76.0258560180664,2422983333.3333333333333333333
-76.033554077148438,2422985416.6666666666666666667
-76.041152954101563,2422987500.0000000000000000000
-76.048698425292969,2422989583.3333333333333333333
-76.056083679199219,2422991666.6666666666666666667
-76.063323974609375,2422993750.0000000000000000000
-76.07037353515625,2422995833.3333333333333333333
-76.077232360839844,2422997916.6666666666666666667
-76.083847045898438,2423000000.0000000000000000000
-76.090194702148438,2423002083.3333333333333333333
-76.096275329589844,2423004166.6666666666666666667
-76.102058410644531,2423006250.0000000000000000000
-76.1075668334961,2423008333.3333333333333333333
-76.112716674804688,2423010416.6666666666666666667
-76.1175537109375,2423012500.0000000000000000000
-76.122055053710938,2423014583.3333333333333333333
-76.1261978149414,2423016666.6666666666666666667
-76.1300048828125,2423018750.0000000000000000000
-76.133453369140625,2423020833.3333333333333333333
-76.1365737915039,2423022916.6666666666666666667
-76.139328002929688,2423025000.0000000000000000000
-76.141769409179688,2423027083.3333333333333333333
-76.143867492675781,2423029166.6666666666666666667
-76.145645141601563,2423031250.0000000000000000000
-76.1471176147461,2423033333.3333333333333333333
-76.148284912109375,2423035416.6666666666666666667
-76.149177551269531,2423037500.0000000000000000000
-76.149787902832031,2423039583.3333333333333333333
-76.150146484375,2423041666.6666666666666666667
-76.1502914428711,2423043750.0000000000000000000
-76.150199890136719,2423045833.3333333333333333333
-76.1499252319336,2423047916.6666666666666666667
-76.149444580078125,2423050000.0000000000000000000
-76.1488265991211,2423052083.3333333333333333333
-76.148078918457031,2423054166.6666666666666666667
-76.147178649902344,2423056250.0000000000000000000
-76.14617919921875,2423058333.3333333333333333333
-76.145111083984375,2423060416.6666666666666666667
-76.14398193359375,2423062500.0000000000000000000
-76.142791748046875,2423064583.3333333333333333333
-76.141571044921875,2423066666.6666666666666666667
-76.140312194824219,2423068750.0000000000000000000
-76.139076232910156,2423070833.3333333333333333333
-76.137855529785156,2423072916.6666666666666666667
-76.136627197265625,2423075000.0000000000000000000
-76.135459899902344,2423077083.3333333333333333333
-76.13433837890625,2423079166.6666666666666666667
-76.1332778930664,2423081250.0000000000000000000
-76.132255554199219,2423083333.3333333333333333333
-76.131301879882813,2423085416.6666666666666666667
-76.130424499511719,2423087500.0000000000000000000
-76.129623413085938,2423089583.3333333333333333333
-76.128890991210938,2423091666.6666666666666666667
-76.128257751464844,2423093750.0000000000000000000
-76.127693176269531,2423095833.3333333333333333333
-76.1272201538086,2423097916.6666666666666666667
-76.126823425292969,2423100000.0000000000000000000
-76.126502990722656,2423102083.3333333333333333333
-76.126289367675781,2423104166.6666666666666666667
-76.126136779785156,2423106250.0000000000000000000
-76.12603759765625,2423108333.3333333333333333333
-76.126052856445313,2423110416.6666666666666666667
-76.1261215209961,2423112500.0000000000000000000
-76.126274108886719,2423114583.3333333333333333333
-76.12652587890625,2423116666.6666666666666666667
-76.126823425292969,2423118750.0000000000000000000
-76.127212524414063,2423120833.3333333333333333333
-76.127693176269531,2423122916.6666666666666666667
-76.12823486328125,2423125000.0000000000000000000
-76.128875732421875,2423127083.3333333333333333333
-76.129585266113281,2423129166.6666666666666666667
-76.130401611328125,2423131250.0000000000000000000
-76.131317138671875,2423133333.3333333333333333333
-76.132316589355469,2423135416.6666666666666666667
-76.133438110351563,2423137500.0000000000000000000
-76.134681701660156,2423139583.3333333333333333333
-76.136024475097656,2423141666.6666666666666666667
-76.137504577636719,2423143750.0000000000000000000
-76.139114379882813,2423145833.3333333333333333333
-76.1408462524414,2423147916.6666666666666666667
-76.142745971679688,2423150000.0000000000000000000
-76.144775390625,2423152083.3333333333333333333
-76.146965026855469,2423154166.6666666666666666667
-76.1493148803711,2423156250.0000000000000000000
-76.151802062988281,2423158333.3333333333333333333
-76.154457092285156,2423160416.6666666666666666667
-76.157264709472656,2423162500.0000000000000000000
-76.160224914550781,2423164583.3333333333333333333
-76.1633529663086,2423166666.6666666666666666667
-76.1666030883789,2423168750.0000000000000000000
-76.170013427734375,2423170833.3333333333333333333
-76.173553466796875,2423172916.6666666666666666667
-76.17724609375,2423175000.0000000000000000000
-76.1810302734375,2423177083.3333333333333333333
-76.184883117675781,2423179166.6666666666666666667
-76.188858032226563,2423181250.0000000000000000000
-76.192916870117188,2423183333.3333333333333333333
-76.197013854980469,2423185416.6666666666666666667
-76.201156616210938,2423187500.0000000000000000000
-76.205368041992188,2423189583.3333333333333333333
-76.2095718383789,2423191666.6666666666666666667
-76.213737487792969,2423193750.0000000000000000000
-76.217903137207031,2423195833.3333333333333333333
-76.222038269042969,2423197916.6666666666666666667
-76.226081848144531,2423200000.0000000000000000000
-76.230087280273438,2423202083.3333333333333333333
-76.233978271484375,2423204166.6666666666666666667
-76.237762451171875,2423206250.0000000000000000000
-76.241416931152344,2423208333.3333333333333333333
-76.244964599609375,2423210416.6666666666666666667
-76.248321533203125,2423212500.0000000000000000000
-76.251541137695313,2423214583.3333333333333333333
-76.254562377929688,2423216666.6666666666666666667
-76.257453918457031,2423218750.0000000000000000000
-76.260124206542969,2423220833.3333333333333333333
-76.2625961303711,2423222916.6666666666666666667
-76.264900207519531,2423225000.0000000000000000000
-76.2669906616211,2423227083.3333333333333333333
-76.268882751464844,2423229166.6666666666666666667
-76.270591735839844,2423231250.0000000000000000000
-76.272125244140625,2423233333.3333333333333333333
-76.2734603881836,2423235416.6666666666666666667
-76.274620056152344,2423237500.0000000000000000000
-76.275581359863281,2423239583.3333333333333333333
-76.27642822265625,2423241666.6666666666666666667
-76.277084350585938,2423243750.0000000000000000000
-76.277587890625,2423245833.3333333333333333333
-76.2779769897461,2423247916.6666666666666666667
-76.278205871582031,2423250000.0000000000000000000
-76.2783432006836,2423252083.3333333333333333333
-76.278335571289063,2423254166.6666666666666666667
-76.278274536132813,2423256250.0000000000000000000
-76.278076171875,2423258333.3333333333333333333
-76.2778091430664,2423260416.6666666666666666667
-76.277481079101563,2423262500.0000000000000000000
-76.277069091796875,2423264583.3333333333333333333
-76.276596069335938,2423266666.6666666666666666667
-76.276069641113281,2423268750.0000000000000000000
-76.2755126953125,2423270833.3333333333333333333
-76.274871826171875,2423272916.6666666666666666667
-76.274215698242188,2423275000.0000000000000000000
-76.273513793945313,2423277083.3333333333333333333
-76.272781372070313,2423279166.6666666666666666667
-76.2719955444336,2423281250.0000000000000000000
-76.271186828613281,2423283333.3333333333333333333
-76.27032470703125,2423285416.6666666666666666667
-76.269462585449219,2423287500.0000000000000000000
-76.268508911132813,2423289583.3333333333333333333
-76.2675552368164,2423291666.6666666666666666667
-76.2665786743164,2423293750.0000000000000000000
-76.265556335449219,2423295833.3333333333333333333
-76.264488220214844,2423297916.6666666666666666667
-76.263397216796875,2423300000.0000000000000000000
-76.262245178222656,2423302083.3333333333333333333
-76.2610855102539,2423304166.6666666666666666667
-76.259902954101563,2423306250.0000000000000000000
-76.258659362792969,2423308333.3333333333333333333
-76.257400512695313,2423310416.6666666666666666667
-76.256103515625,2423312500.0000000000000000000
-76.254791259765625,2423314583.3333333333333333333
-76.253448486328125,2423316666.6666666666666666667
-76.252090454101563,2423318750.0000000000000000000
-76.2507095336914,2423320833.3333333333333333333
-76.2493667602539,2423322916.6666666666666666667
-76.24798583984375,2423325000.0000000000000000000
-76.246597290039063,2423327083.3333333333333333333
-76.2452392578125,2423329166.6666666666666666667
-76.243865966796875,2423331250.0000000000000000000
-76.242546081542969,2423333333.3333333333333333333
-76.241195678710938,2423335416.6666666666666666667
-76.239875793457031,2423337500.0000000000000000000
-76.23858642578125,2423339583.3333333333333333333
-76.237319946289063,2423341666.6666666666666666667
-76.236076354980469,2423343750.0000000000000000000
-76.23486328125,2423345833.3333333333333333333
-76.233688354492188,2423347916.6666666666666666667
-76.232528686523438,2423350000.0000000000000000000
-76.231391906738281,2423352083.3333333333333333333
-76.230255126953125,2423354166.6666666666666666667
-76.229171752929688,2423356250.0000000000000000000
-76.228096008300781,2423358333.3333333333333333333
-76.226997375488281,2423360416.6666666666666666667
-76.2259521484375,2423362500.0000000000000000000
-76.224861145019531,2423364583.3333333333333333333
-76.223793029785156,2423366666.6666666666666666667
-76.222709655761719,2423368750.0000000000000000000
-76.221603393554688,2423370833.3333333333333333333
-76.220497131347656,2423372916.6666666666666666667
-76.2193603515625,2423375000.0000000000000000000
-76.218185424804688,2423377083.3333333333333333333
-76.216972351074219,2423379166.6666666666666666667
-76.21575927734375,2423381250.0000000000000000000
-76.2144775390625,2423383333.3333333333333333333
-76.213165283203125,2423385416.6666666666666666667
-76.211807250976563,2423387500.0000000000000000000
-76.210441589355469,2423389583.3333333333333333333
-76.209014892578125,2423391666.6666666666666666667
-76.2075424194336,2423393750.0000000000000000000
-76.206069946289063,2423395833.3333333333333333333
-76.2045669555664,2423397916.6666666666666666667
-76.203041076660156,2423400000.0000000000000000000
-76.201499938964844,2423402083.3333333333333333333
-76.199981689453125,2423404166.6666666666666666667
-76.198455810546875,2423406250.0000000000000000000
-76.196945190429688,2423408333.3333333333333333333
-76.195465087890625,2423410416.6666666666666666667
-76.194015502929688,2423412500.0000000000000000000
-76.192634582519531,2423414583.3333333333333333333
-76.191299438476563,2423416666.6666666666666666667
-76.190078735351563,2423418750.0000000000000000000
-76.188911437988281,2423420833.3333333333333333333
-76.187858581542969,2423422916.6666666666666666667
-76.186920166015625,2423425000.0000000000000000000
-76.186119079589844,2423427083.3333333333333333333
-76.1854476928711,2423429166.6666666666666666667
-76.184951782226563,2423431250.0000000000000000000
-76.184623718261719,2423433333.3333333333333333333
-76.184455871582031,2423435416.6666666666666666667
-76.184486389160156,2423437500.0000000000000000000
-76.1847152709961,2423439583.3333333333333333333
-76.185165405273438,2423441666.6666666666666666667
-76.185829162597656,2423443750.0000000000000000000
-76.186729431152344,2423445833.3333333333333333333
-76.1878662109375,2423447916.6666666666666666667
-76.189262390136719,2423450000.0000000000000000000
-76.190902709960938,2423452083.3333333333333333333
-76.192787170410156,2423454166.6666666666666666667
-76.194953918457031,2423456250.0000000000000000000
-76.197372436523438,2423458333.3333333333333333333
-76.200035095214844,2423460416.6666666666666666667
-76.2029800415039,2423462500.0000000000000000000
-76.206184387207031,2423464583.3333333333333333333
-76.209648132324219,2423466666.6666666666666666667
-76.2133560180664,2423468750.0000000000000000000
-76.217338562011719,2423470833.3333333333333333333
-76.221549987792969,2423472916.6666666666666666667
-76.2259750366211,2423475000.0000000000000000000
-76.230598449707031,2423477083.3333333333333333333
-76.235435485839844,2423479166.6666666666666666667
-76.240447998046875,2423481250.0000000000000000000
-76.2456283569336,2423483333.3333333333333333333
-76.2509536743164,2423485416.6666666666666666667
-76.256378173828125,2423487500.0000000000000000000
-76.261894226074219,2423489583.3333333333333333333
-76.2674789428711,2423491666.6666666666666666667
-76.2730941772461,2423493750.0000000000000000000
-76.2787094116211,2423495833.3333333333333333333
-76.284294128417969,2423497916.6666666666666666667
-76.289794921875,2423500000.0000000000000000000
-76.295211791992188,2423502083.3333333333333333333
-76.300453186035156,2423504166.6666666666666666667
-76.3055419921875,2423506250.0000000000000000000
-76.310394287109375,2423508333.3333333333333333333
-76.314994812011719,2423510416.6666666666666666667
-76.319290161132813,2423512500.0000000000000000000
-76.323249816894531,2423514583.3333333333333333333
-76.326835632324219,2423516666.6666666666666666667
-76.330009460449219,2423518750.0000000000000000000
-76.332763671875,2423520833.3333333333333333333
-76.335029602050781,2423522916.6666666666666666667
-76.336822509765625,2423525000.0000000000000000000
-76.33807373046875,2423527083.3333333333333333333
-76.338798522949219,2423529166.6666666666666666667
-76.338958740234375,2423531250.0000000000000000000
-76.338539123535156,2423533333.3333333333333333333
-76.337562561035156,2423535416.6666666666666666667
-76.33599853515625,2423537500.0000000000000000000
-76.3338623046875,2423539583.3333333333333333333
-76.331138610839844,2423541666.6666666666666666667
-76.327880859375,2423543750.0000000000000000000
-76.324043273925781,2423545833.3333333333333333333
-76.319717407226563,2423547916.6666666666666666667
-76.314888000488281,2423550000.0000000000000000000
-76.309600830078125,2423552083.3333333333333333333
-76.303863525390625,2423554166.6666666666666666667
-76.297744750976563,2423556250.0000000000000000000
-76.291267395019531,2423558333.3333333333333333333
-76.28448486328125,2423560416.6666666666666666667
-76.277458190917969,2423562500.0000000000000000000
-76.270179748535156,2423564583.3333333333333333333
-76.26275634765625,2423566666.6666666666666666667
-76.255203247070313,2423568750.0000000000000000000
-76.247589111328125,2423570833.3333333333333333333
-76.239959716796875,2423572916.6666666666666666667
-76.232368469238281,2423575000.0000000000000000000
-76.224838256835938,2423577083.3333333333333333333
-76.217422485351563,2423579166.6666666666666666667
-76.210197448730469,2423581250.0000000000000000000
-76.203163146972656,2423583333.3333333333333333333
-76.196380615234375,2423585416.6666666666666666667
-76.189865112304688,2423587500.0000000000000000000
-76.183647155761719,2423589583.3333333333333333333
-76.177764892578125,2423591666.6666666666666666667
-76.1722412109375,2423593750.0000000000000000000
-76.167083740234375,2423595833.3333333333333333333
-76.162315368652344,2423597916.6666666666666666667
-76.157943725585938,2423600000.0000000000000000000
-76.1539535522461,2423602083.3333333333333333333
-76.150382995605469,2423604166.6666666666666666667
-76.147178649902344,2423606250.0000000000000000000
-76.1444091796875,2423608333.3333333333333333333
-76.141983032226563,2423610416.6666666666666666667
-76.139938354492188,2423612500.0000000000000000000
-76.138236999511719,2423614583.3333333333333333333
-76.136856079101563,2423616666.6666666666666666667
-76.135810852050781,2423618750.0000000000000000000
-76.135025024414063,2423620833.3333333333333333333
-76.134513854980469,2423622916.6666666666666666667
-76.134246826171875,2423625000.0000000000000000000
-76.134193420410156,2423627083.3333333333333333333
-76.1343002319336,2423629166.6666666666666666667
-76.13458251953125,2423631250.0000000000000000000
-76.1349868774414,2423633333.3333333333333333333
-76.135513305664063,2423635416.6666666666666666667
-76.136116027832031,2423637500.0000000000000000000
-76.136787414550781,2423639583.3333333333333333333
-76.137496948242188,2423641666.6666666666666666667
-76.138214111328125,2423643750.0000000000000000000
-76.138954162597656,2423645833.3333333333333333333
-76.139678955078125,2423647916.6666666666666666667
-76.140365600585938,2423650000.0000000000000000000
